store_id,big_mac_price
1670,5.9
1671,5.4
1672,5.4
1673,5.4
1674,5.75
1675,5.5
1676,5.7
1677,5.6
1678,5.5
1679,6.1
168,5.8
1680,5.5
1681,4.9
1682,6.0
1683,5.7
1684,5.5
1685,5.8
1686,5.85
1687,5.5
1688,5.4
1689,5.7
169,5.1
1690,5.6
1691,5.6
1694,6.0
1695,6.0
1697,5.5
1698,5.5
1699,5.4
170,5.5
1700,5.75
1701,5.6
1704,6.5
1705,6.5
171,5.6
173,5.7
174,4.9
175,5.8
176,5.0
178,5.4
179,5.9
18,5.6
180,5.6
182,5.5
183,5.25
184,5.5
185,5.6
186,5.1
187,5.25
188,5.8
189,5.15
19,5.2
190,5.5
192,5.9
195,5.8
196,6.0
198,5.5
199,5.25
200,5.45
201,5.2
202,5.8
203,5.7
204,5.6
205,5.8
206,5.7
208,5.4
209,5.5
210,5.4
211,4.9
213,5.6
215,5.5
216,5.8
218,5.15
219,5.7
22,5.5
224,5.6
225,5.6
227,5.8
228,6.1
23,5.45
230,5.8
232,5.1
233,5.5
234,5.8
235,5.1
236,5.5
237,5.8
238,5.5
239,5.5
24,6.1
240,5.6
242,5.7
244,5.5
245,5.8
246,4.9
247,5.8
249,5.2
25,5.1
250,5.2
251,5.4
253,5.5
254,5.3
255,5.8
259,5.9
26,6.0
260,6.1
261,5.4
262,5.7
265,5.6
266,5.9
267,5.6
268,5.7
269,6.2
27,5.8
270,6.2
271,5.2
272,5.75
274,5.7
275,5.3
276,5.8
277,5.7
278,5.3
279,5.3
280,5.7
281,5.55
282,5.3
283,5.25
284,6.1
285,5.5
286,5.6
287,5.5
288,5.7
289,5.5
29,5.55
290,5.2
291,5.7
292,5.8
293,5.4
294,5.3
295,6.0
296,5.5
297,5.4
298,5.8
299,5.7
30,5.4
300,6.3
301,5.3
302,5.6
303,5.5
304,5.7
305,5.9
307,5.5
308,5.5
309,5.5
31,6.0
310,5.9
311,5.8
312,5.4
313,5.4
314,5.4
315,5.4
316,5.5
317,5.8
318,5.4
319,5.0
32,4.95
320,5.4
321,5.8
322,5.8
323,5.4
324,5.8
325,6.1
326,5.8
327,5.4
328,5.0
329,5.7
33,5.4
330,5.5
331,6.0
332,5.3
334,5.7
335,5.2
336,6.2
337,5.3
338,5.6
339,5.7
34,4.9
340,5.5
341,5.6
342,5.1
343,5.6
344,5.6
345,5.9
346,5.4
347,5.5
348,5.8
349,5.6
35,4.95
350,5.4
352,5.4
353,5.5
354,6.2
356,6.2
357,5.5
358,5.75
36,5.4
360,5.5
361,6.3
362,5.8
363,5.1
364,5.95
366,5.1
367,5.4
368,6.0
369,5.8
37,5.5
370,5.9
371,5.6
373,5.7
374,5.75
376,5.4
377,5.4
379,5.6
38,5.4
381,5.2
382,6.0
383,5.6
384,5.8
385,5.6
386,5.8
387,5.7
388,4.95
389,5.1
39,5.1
390,5.7
391,5.0
392,5.3
393,5.6
394,5.5
395,5.45
398,5.2
399,6.0
40,4.95
400,4.95
401,5.6
402,5.95
404,5.1
405,5.3
406,5.6
407,5.95
409,5.6
410,6.1
411,5.4
412,5.8
413,5.5
414,6.2
415,5.6
417,4.95
418,5.6
419,5.7
42,5.4
420,5.9
421,5.5
422,5.7
424,5.4
425,5.7
426,5.4
427,5.6
428,6.0
429,5.5
43,5.4
430,5.8
431,5.6
432,5.8
433,5.6
434,6.3
435,5.6
436,6.2
437,5.9
438,4.9
439,5.5
44,5.3
440,5.1
441,5.6
442,5.95
444,5.4
445,5.95
449,5.6
45,5.5
450,5.5
451,5.5
452,5.6
453,5.7
454,5.6
455,4.9
456,5.2
457,5.9
458,5.25
459,5.4
46,5.4
460,5.5
461,5.6
462,5.1
464,5.8
465,5.15
466,5.25
467,5.5
468,5.6
469,5.9
47,5.7
470,5.5
471,5.6
472,5.6
473,5.3
474,5.8
475,5.3
476,5.4
478,5.7
479,5.1
48,4.9
480,6.0
481,4.9
482,6.0
483,5.6
484,5.8
486,6.0
487,6.3
488,4.8
489,5.5
49,5.5
490,6.0
491,5.75
493,5.4
494,5.9
495,5.9
496,5.8
497,5.7
498,5.6
499,5.7
50,5.5
500,5.6
502,5.3
503,5.4
504,5.8
505,5.4
506,5.3
507,5.95
508,6.05
509,5.6
51,5.9
510,5.7
511,5.25
512,5.35
513,5.75
514,5.6
515,5.3
516,5.5
517,5.75
518,6.2
52,5.4
520,5.8
521,5.5
522,5.5
523,5.5
524,5.55
525,5.4
526,5.7
527,5.7
528,5.7
529,5.7
53,5.2
530,5.7
531,5.8
532,6.2
533,5.4
534,5.6
535,5.8
536,5.1
538,5.9
539,5.0
54,5.5
541,6.0
542,6.55
543,5.15
544,6.1
545,5.4
546,5.1
547,5.1
548,5.25
549,5.4
55,5.6
550,5.5
551,5.8
552,5.8
553,5.4
554,5.8
555,5.9
557,5.0
558,5.8
559,5.9
56,5.3
560,6.9
561,6.2
562,5.7
563,4.9
564,5.5
565,5.5
566,6.3
567,5.6
568,6.6
570,5.6
572,5.3
573,6.2
574,5.7
575,6.1
576,5.8
577,5.45
578,5.8
579,5.6
58,5.2
580,5.7
582,5.8
583,5.6
584,5.8
585,5.5
586,5.5
587,5.6
588,5.1
589,5.5
59,6.0
590,5.9
591,5.5
592,5.3
593,5.9
594,5.15
595,5.5
596,5.75
597,5.5
598,5.5
599,5.6
60,5.7
600,5.5
601,5.5
602,5.7
603,6.1
604,5.65
605,5.9
606,5.7
607,5.8
608,5.5
609,4.9
61,5.8
610,5.7
611,5.4
612,5.9
613,5.8
614,5.5
615,5.6
616,5.8
617,6.1
618,5.7
619,5.7
62,5.3
620,5.8
621,6.2
622,5.8
623,5.5
624,5.35
625,5.4
626,6.1
627,5.8
629,5.2
63,4.8
630,5.6
631,6.3
632,6.25
633,5.4
634,5.7
635,5.8
636,5.6
637,5.6
638,5.4
639,5.4
64,6.3
640,6.5
641,5.0
642,5.1
643,5.4
644,5.3
645,5.9
646,5.9
648,5.9
649,5.4
65,5.25
651,5.8
652,5.8
653,5.5
654,5.8
655,6.2
656,5.5
657,6.9
658,5.3
659,6.1
66,5.5
660,5.5
661,5.95
664,4.9
665,5.8
666,5.55
668,5.7
669,5.5
67,5.4
670,6.0
671,6.1
672,5.5
673,5.6
674,5.0
675,5.95
676,6.3
677,5.8
678,6.2
68,5.8
681,5.45
683,5.9
684,5.7
685,5.1
686,5.5
687,5.7
688,5.9
689,5.3
69,5.1
690,5.95
691,5.6
692,5.8
693,5.5
694,5.9
695,6.1
696,5.5
697,6.2
698,5.2
699,5.5
700,4.95
701,5.5
702,5.9
703,5.1
704,5.5
705,5.2
706,5.6
708,5.2
709,5.6
71,6.9
710,5.8
711,5.75
713,6.0
714,5.5
715,5.7
717,5.9
718,5.6
719,6.2
72,5.0
720,5.45
721,5.3
722,5.5
723,5.95
725,4.8
726,5.6
727,5.95
728,5.3
729,5.6
73,5.5
730,5.9
731,5.8
732,5.8
733,5.9
734,5.6
735,5.05
736,6.1
737,6.2
738,5.6
74,5.3
742,5.9
743,5.6
744,6.2
745,5.3
746,5.2
748,6.5
749,5.5
75,5.3
750,5.7
751,5.7
752,5.8
753,6.2
754,5.3
755,5.6
756,4.95
757,4.9
758,5.7
759,6.0
76,4.95
760,5.7
761,5.6
762,5.7
763,6.0
765,5.2
766,4.9
767,5.3
768,5.9
769,5.0
77,4.65
770,5.25
771,5.7
772,5.8
773,5.5
774,6.2
775,5.5
776,6.05
777,5.8
778,5.25
779,5.5
78,4.9
780,5.2
781,6.1
782,5.7
783,5.5
784,5.8
785,5.15
786,5.6
787,5.35
789,5.7
79,5.8
790,5.5
791,6.2
792,5.95
793,5.8
794,5.6
795,5.8
796,4.9
797,6.0
798,6.1
799,6.05
80,5.1
800,5.5
801,5.8
802,5.5
803,5.25
804,5.7
805,5.7
806,5.6
807,6.2
808,5.4
809,5.4
810,5.7
811,5.4
812,5.7
813,5.3
814,5.4
816,5.9
817,5.8
818,5.4
819,5.5
82,5.4
820,5.9
821,5.4
822,5.25
823,5.95
824,5.4
825,5.5
826,5.6
827,5.7
829,5.8
83,5.35
830,5.5
831,5.5
832,5.6
833,5.3
834,5.6
835,5.6
836,5.5
837,5.8
838,6.1
839,5.8
84,5.25
840,5.2
841,5.9
842,5.8
843,4.9
844,5.5
845,5.6
846,5.3
847,6.0
848,4.85
849,5.0
85,5.4
850,5.7
851,5.8
852,5.6
853,5.3
854,5.7
855,6.0
856,5.9
857,5.35
858,5.7
859,5.35
860,5.5
861,5.55
862,5.35
863,5.6
865,5.5
866,5.6
867,5.4
869,5.5
87,6.1
870,5.5
871,5.6
872,5.6
873,5.95
874,5.9
875,5.5
876,5.6
877,5.8
878,4.85
879,5.9
880,5.5
881,5.9
882,5.6
883,6.0
884,5.6
885,5.5
886,5.8
887,5.8
888,5.8
889,5.5
89,5.25
890,5.3
891,6.1
892,5.1
894,4.9
895,5.9
896,5.75
897,5.7
898,5.5
899,6.3
90,5.2
903,5.5
904,5.6
905,6.0
906,5.9
907,5.7
908,5.6
909,6.3
91,5.35
910,5.2
911,5.7
912,6.3
913,6.0
915,5.2
916,5.8
917,5.4
918,5.5
919,5.3
92,5.8
920,5.9
921,5.4
922,5.4
923,5.6
924,5.1
925,5.5
926,6.1
927,5.5
928,5.5
929,5.1
93,5.2
930,5.8
931,6.1
932,5.9
934,5.6
935,5.5
936,5.3
937,5.6
938,5.5
939,6.0
94,5.5
940,5.5
941,5.1
942,5.2
943,5.8
944,5.6
945,5.9
946,5.4
947,5.6
948,5.9
949,5.6
95,5.8
950,5.5
951,5.7
952,5.65
953,5.6
954,5.7
955,5.5
956,5.8
957,5.6
958,4.9
959,6.0
96,5.9
960,5.5
961,5.7
962,6.05
963,6.2
964,5.6
966,6.6
967,5.95
968,5.5
969,5.1
97,5.6
970,5.0
971,5.5
972,6.1
973,5.7
974,5.2
975,5.5
976,6.2
977,5.9
978,5.6
979,5.5
98,5.3
980,6.2
99,5.75
